title
의왕시 희망나래장애인복지관 위기 장애가정 지원을 위한 당근마켓 바자회 실...
채팅 어플로 만난 10대에게 "우리집으로 가면…"
[카드뉴스] 누구나 알기 쉬운 온라인 장애인학대 예방하기
의왕 희망나래장애인복지관 위기 장애가정 지원 당근마켓 바자회
울산교육청 학생자치활동 정보그림 전시회 개최
제2회 김해시 장애인 및 비장애인 어울림 걷기 온라인 인증 챌린지
[사회공헌] KT 휠체어장애인 위한 어플 '휘리릭' 개발
[유통 단신] 이디야커피 신비아파트 음료 출시·하이트진로 어르신 및 장애...
시각장애인 셀카 가이드 어플 ‘SELFER’ 제작 완료
장애인은 노는 것도 마음 대로 쉽게 찾아 못노나? "야 집콕 어때?"
경남지체장애인협회 진주시지회 옥명식 지회장
장애인 소외된 여행플랫폼 “휠체어 접근 일일이 확인”
인천시 장애인 콜택시 스마트폰 어플로 부른다.
[인천광역시청](종합) “인천 장애인 콜택시 스마트폰 어플로 부르세요”
부산지체장애인협회 장애인원격 국제학교와 장애인 건강대학 창설
이학춘 동아대 교수-아라코퍼레이션 장애인 장학기금 모금 시스템 구축지원비...
동아대 이학춘 교수 아라코퍼레이션과 '장애인 장학기금 모금 시스템 구축지...
"부산 장애인용 콜 택시 스마트폰 어플로 부르세요"
광주시 장애인종합복지관 청각장애인 지원 확대
광주시장애인복지관 수화통역서비스 강화…5개구 복지관 배치
시각장애인 어플 '샤인툴즈' 앙트르프러너십 대상 선정
시각장애인 위한 어플 기업 에이티랩 앙트르프러너십 대상 수상
시각장애인이 만드는 어플 '샤인툴즈' 앙트르프러너십 대상 수상
대리운전 앱 ‘스마트 말대리’ 버려지는 어플포인트로 청각장애인 후원
장애인 위한 어플 개발 ‘시동’ 등 주간뉴스
장애인 위한 스마트 어플이 뜬다
삼성전자 시각장애인 초청 시각장애 어플 ‘릴루미노’ 체험
부경대 이수진씨 장애인 지도 어플 개발 화제
착한 배달어플 트래퍼 "장애인 소상공인 상생하길"
코레일 추석 기차표 예매 공지…31일 경로·장애인-1일 일반고객 승차권 판매...
정의당 전북도당 총선 장애인정책 발표
장애인 - 스마트폰 어플 정보 등 주간뉴스
장애인 - 보이스아이 스마트폰 어플 ‘BETT Awards 2012’ 수상
장애인에게 유용한 어플 '텍스트 패스터'
아이디어팜 어플 포인트로 청각장애인 후원
충남역사문화연구원 시각장애인 다문화 가족용 맞춤형 교재 발간
[장애인신문]김하늘 어플 출시…전세계 팬들과 소통
'휠체어 타도 OK' 장애인 제주관광 지원 어플 '눈길'
'장애인 성폭행 의혹' 진보교육 인사 경찰조사 앞두고 극단적 선택
화장실 위치부터 음식점 소개까지...장애인 생활정보 어플 '눈길'
서울시 장애인 바우처택시 연간 40만 건 이용…“택시비 75% 지원”
카드사 모바일 어플 시각장애인 ‘무용지물’
장애인자립생활센터 중증장애인생활정보 어플 모니터링 요원 교육
아주대 재학생 협동조합 장애인 접근성 문제 '청사진 아이디어톤' 개최
소망화장품 시각 장애인 위한 메이크업 어플 선보여
장애인 화장실 언제까지 창고로 방치할텐가?
'국민참여예산 사업' 제안 속 장애인정책은?
장애인 편의시설 담은 어플 ‘스마트서울맵’
[특별기획-독서인권] 시각 장애인 독서생활기 2제
장애인 - 실종 장애인 찾기 어플 출시
전국장애인부모연대 의료기사법 개정 법률안 지지 선언 外
당근마켓 '장애인 팝니다' 올린 중학생…이번엔 '교사 살해' 암시
스마트한 '장애' 관련 어플 살펴보기
"문자·영통으로도 119 신고 가능해요"
휠체어 장애인 위한 지하철앱 개발한 대학생
국내 3대 국제영화제 장애인 관람 ‘낙제점’
외교부 해외안전여행 어플 개편
대전운전면허시험장 최초 장애인 운전지원 '앱(App)' 개발
김예지·이종성 의원 등 8명 장애인 이동 돕는 실내 네비게이션 체험
부산지법 동부지원 채팅어플 통해 만난 피해자 강간하고 촬영한 피고인 징역...
[언박싱] 이 주의 영화제 : 서울장애인인권영화제
스마트폰 사용에서도 차별…현실과 거리 '장애인차별금지법'
평택시팽성장애인주간보호센터 장애인과 함께 해외체험 나서
이동 편의 기대 높인 ‘장애인 실내 내비게이션 체험’
시각장애인 점자·음성서비스 지지부진
넘치는 디지털 콘텐츠 시각장애인에겐 높은 벽
전라남도장애인체육대회 오늘 진도서 팡파르
울산 북구 장애인자립생활센터 지원해 내실화 추진
대리운전 앱 ‘스마트 말대리’ 버려지는 어플포인트로 청각장애인 후원
장애인 위한 어플 개발 ‘시동’ 등 주간뉴스
장애인 위한 스마트 어플이 뜬다
삼성전자 시각장애인 초청 시각장애 어플 ‘릴루미노’ 체험
부경대 이수진씨 장애인 지도 어플 개발 화제
착한 배달어플 트래퍼 "장애인 소상공인 상생하길"
코레일 추석 기차표 예매 공지…31일 경로·장애인-1일 일반고객 승차권 판매...
정의당 전북도당 총선 장애인정책 발표
장애인 - 스마트폰 어플 정보 등 주간뉴스
장애인 - 보이스아이 스마트폰 어플 ‘BETT Awards 2012’ 수상
장애인 - 스마트폰 어플 정보 등 주간뉴스
장애인 - 보이스아이 스마트폰 어플 ‘BETT Awards 2012’ 수상
장애인에게 유용한 어플 '텍스트 패스터'
아이디어팜 어플 포인트로 청각장애인 후원
충남역사문화연구원 시각장애인 다문화 가족용 맞춤형 교재 발간
[장애인신문]김하늘 어플 출시…전세계 팬들과 소통
'휠체어 타도 OK' 장애인 제주관광 지원 어플 '눈길'
'장애인 성폭행 의혹' 진보교육 인사 경찰조사 앞두고 극단적 선택
화장실 위치부터 음식점 소개까지...장애인 생활정보 어플 '눈길'
서울시 장애인 바우처택시 연간 40만 건 이용…“택시비 75% 지원”
제주 장애인을 위한 어플 무료 배포중 "서두르세요"
서울시 장애인 바우처택시 연간 40만 건 이용…“택시비 75% 지원”
카드사 모바일 어플 시각장애인 ‘무용지물’
장애인자립생활센터 중증장애인생활정보 어플 모니터링 요원 교육
아주대 재학생 협동조합 장애인 접근성 문제 '청사진 아이디어톤' 개최
'장애인용 스마트 어플 개발 사업' 실시
소망화장품 시각 장애인 위한 메이크업 어플 선보여
장애인 화장실 언제까지 창고로 방치할텐가?
'국민참여예산 사업' 제안 속 장애인정책은?
장애인 편의시설 담은 어플 ‘스마트서울맵’
‘장애인 바우처택시’ 연간 약 40만 이용…4년만 4.4배
장애인 화장실 언제까지 창고로 방치할텐가?
'국민참여예산 사업' 제안 속 장애인정책은?
장애인 편의시설 담은 어플 ‘스마트서울맵’
[특별기획-독서인권] 시각 장애인 독서생활기 2제
장애인 - 실종 장애인 찾기 어플 출시
전국장애인부모연대 의료기사법 개정 법률안 지지 선언 外
당근마켓 '장애인 팝니다' 올린 중학생…이번엔 '교사 살해' 암시
스마트한 '장애' 관련 어플 살펴보기
"문자·영통으로도 119 신고 가능해요"
당근마켓 '장애인 팝니다' 올린 중학생…이번엔 '교사 살해' 암시
스마트한 '장애' 관련 어플 살펴보기
"문자·영통으로도 119 신고 가능해요"
휠체어 장애인 위한 지하철앱 개발한 대학생
국내 3대 국제영화제 장애인 관람 ‘낙제점’
외교부 해외안전여행 어플 개편
대전운전면허시험장 최초 장애인 운전지원 '앱(App)' 개발
김예지·이종성 의원 등 8명 장애인 이동 돕는 실내 네비게이션 체험
부산지법 동부지원 채팅어플 통해 만난 피해자 강간하고 촬영한 피고인 징역...
[언박싱] 이 주의 영화제 : 서울장애인인권영화제
스마트폰 사용에서도 차별…현실과 거리 '장애인차별금지법'
평택시팽성장애인주간보호센터 장애인과 함께 해외체험 나서
이동 편의 기대 높인 ‘장애인 실내 내비게이션 체험’
시각장애인 점자·음성서비스 지지부진
넘치는 디지털 콘텐츠 시각장애인에겐 높은 벽
전라남도장애인체육대회 오늘 진도서 팡파르
울산 북구 장애인자립생활센터 지원해 내실화 추진
속초시 장애인전용주차구역 불법 주정차 집중계도
횡성군 장애인 인식개선 '비대면 걷기대회' 추진
마포구 장애인의 날 41주년 기념 ‘마포거북이마라톤’ 개최
횡성군 장애인 인식개선 '비대면 걷기대회' 추진
마포구 장애인의 날 41주년 기념 ‘마포거북이마라톤’ 개최
비대면 장애인 손발케어 교실 운영
영남대 '점자 인쇄기&어플'로 공학페스티벌 최우수상 수상
서울시 공공서비스 예약 어플 한 곳서 간편하게
시각장애인의 유비쿼터스 환경 활용 방안
장애인에게는 여전히 너무 험난한 제주 음식점
시각장애인을 위한 앱 개발 현황-上
장애인 - 시각장애인 울리는 ‘KT 와이파이콜’
양천구 중·소형 건설현장에 '찾아가는 선별진료소' 운영…선별검사소 '청각...
장애인 - 시각장애인 울리는 ‘KT 와이파이콜’
양천구 중·소형 건설현장에 '찾아가는 선별진료소' 운영…선별검사소 '청각...
ubc 울산방송) 울주군 장애인주차구역 위반 과태료 1억 7천만 원
광명장애인종합복지관 이용인 중심의 스마트 복지서비스 제공
광명장애인종합복지관 다양한 대면·비대면 서비스 제공
유명인도 찾는 ‘수다어플’…인기 많은 클럽하우스 말도 많다
학습꾸러미만 오고 끝... 발달장애인 교육 공백 심각
장애인 - 스마트폰 통신사별로 각기 다른 할인적용 등 주간뉴스
장애인 - 따뜻한 디지털 기기 이제 우리들 속으로
숙명여대 청각장애인 영어발음교정 앱 '개발'
숙명여대 청각장애인 영어발음교정 앱 '개발'
대전시 '교통약자 이동지원 어플 체험단' 모집
김해시장애인체육회 비대면 프로그램 강화
김해시장애인체육회 비대면 핸들러 대회 성공 개최
장애인 - 눈에 띄는 장애인용 스마트 모바일 IT 기술
소방청 구급대원·의사 직통 '영상 의료지도' 어플 운영
2021년 11월 3주차 넷플릭스 화면해설 프로그램 안내
재가노인장기요양 돌봄택시 어플 바꿔야
tvN 드라마 ‘스타트업’ 눈이 좋아질 수 없다면
‘스타트업’ 수지 김선호 편지 글씨체 알아봤다 “남주혁과 같아” 패닉 (종...
한전 남서울본부 시각장애아동 동화오디오북 제작
'채팅어플' 성폭행 40대…"조건만남" 항변에도 법정구속
'스타트업' 박찬호 남주혁 '어플 홍보요정' 깜짝 등장[별별TV]
계명대 봉사 아이디어 공모전으로 새로운 봉사 플랫폼 구축
광주시-장애인종합복지관 수어통역서비스 운영 문제 '논란'
계명대 지역사회 봉사 아이디어 공모전 개최해 다양한 플랫폼 마련나서
장애인이기 이전에 사람입니다
장애인문학작가들 글쓰기로 세상과 소통하다
코오롱 꿈을 향한 삼남길 트레킹 "어플로 참여하세요"
"언제쯤 마음 편히 버스탈 수 있을까요"
